Date,WaterLevel
2016-06-30,15.88
2016-07-01,15.88
2016-07-02,15.88
2016-07-03,15.88
2016-07-04,15.88
2016-07-05,15.93
2016-07-06,15.88
2016-07-07,15.88
2016-07-08,16.599
2016-07-09,15.924
2016-07-10,15.89
2016-07-11,15.89
2016-07-12,15.89
2016-07-13,15.89
2016-07-14,15.89
2016-07-15,15.89
2016-07-16,15.89
2016-07-17,15.89
2016-07-18,15.89
2016-07-19,15.89
2016-07-20,15.865
2016-07-21,15.84
2016-07-22,15.84
2016-07-23,15.84
2016-07-24,15.87
2016-07-25,15.84
2016-07-26,15.84
2016-07-27,15.84
2016-07-28,15.84
2016-07-29,15.84
2016-07-30,15.84
2016-07-31,15.84
2016-08-01,15.84
2016-08-02,15.84
2016-08-03,15.84
2016-08-04,15.84
2016-08-05,15.842
2016-08-06,15.85
2016-08-07,15.85
2016-08-08,15.85
2016-08-09,15.971
2016-08-10,15.863
2016-08-11,15.845
2016-08-12,16.464
2016-08-13,19.147
2016-08-14,19.013
2016-08-15,15.83
2016-08-16,16.989
2016-08-17,16.45
2016-08-18,15.994
2016-08-19,15.871
2016-08-20,16.045
2016-08-21,16.317
2016-08-22,15.938
2016-08-23,15.87
2016-08-24,15.87
2016-08-25,15.86
2016-08-26,15.882
2016-08-27,16.054
2016-08-28,15.939
2016-08-29,16.389
2016-08-30,16.126
2016-08-31,15.882
2016-09-01,15.855
2016-09-02,15.85
2016-09-03,15.85
2016-09-04,15.931
2016-09-05,15.853
2016-09-06,15.85
2016-09-07,15.884
2016-09-08,15.998
2016-09-09,15.973
2016-09-10,15.878
2016-09-11,15.87
2016-09-12,15.995
2016-09-13,15.912
2016-09-14,15.941
2016-09-15,15.896
2016-09-16,15.885
2016-09-17,15.871
2016-09-18,15.86
2016-09-19,16.148
2016-09-20,16.373
2016-09-21,16.001
2016-09-22,15.954
2016-09-23,15.952
2016-09-24,15.969
2016-09-25,16.021
2016-09-26,15.98
2016-09-27,16.113
2016-09-28,17.294
2016-09-29,16.672
2016-09-30,16.073
2016-10-01,15.979
2016-10-02,15.95
2016-10-03,15.934
2016-10-04,16.228
2016-10-05,16.124
2016-10-06,15.984
2016-10-07,15.965
2016-10-08,15.955
2016-10-09,15.952
2016-10-10,15.929
2016-10-11,16.385
2016-10-12,16.031
2016-10-13,16.007
2016-10-14,15.971
2016-10-15,15.947
2016-10-16,17.473
2016-10-17,16.112
2016-10-18,15.993
2016-10-19,15.961
2016-10-20,15.946
2016-10-21,15.926
2016-10-22,15.907
2016-10-23,15.9
2016-10-24,15.899
2016-10-25,15.89
2016-10-26,15.89
2016-10-27,15.89
2016-10-28,15.881
2016-10-29,15.88
2016-10-30,15.88
2016-10-31,15.88
2016-11-01,15.88
2016-11-02,15.88
2016-11-03,15.896
2016-11-04,15.89
2016-11-05,15.89
2016-11-06,15.881
2016-11-07,15.88
2016-11-08,15.88
2016-11-09,15.88
2016-11-10,15.88
2016-11-11,15.88
2016-11-12,15.88
2016-11-13,15.88
2016-11-14,15.88
2016-11-15,15.938
2016-11-16,15.922
2016-11-17,15.883
2016-11-18,15.88
2016-11-19,15.88
2016-11-20,15.88
2016-11-21,15.88
2016-11-22,15.88
2016-11-23,15.88
2016-11-24,15.88
2016-11-25,15.88
2016-11-26,15.88
2016-11-27,15.88
2016-11-28,15.88
2016-11-29,15.88
2016-11-30,15.88
2016-12-01,15.88
2016-12-02,15.88
2016-12-03,15.88
2016-12-04,15.88
2016-12-05,15.88
2016-12-06,15.88
2016-12-07,15.88
2016-12-08,15.88
2016-12-09,15.88
2016-12-10,15.88
2016-12-11,15.88
2016-12-12,15.88
2016-12-13,16.206
2016-12-14,15.978
2016-12-15,15.962
2016-12-16,15.968
2016-12-17,15.958
2016-12-18,15.932
2016-12-19,15.916
2016-12-20,15.903
2016-12-21,15.892
2016-12-22,15.886
2016-12-23,15.88
2016-12-24,15.876
2016-12-25,15.87
2016-12-26,16.097
2016-12-27,15.965
2016-12-28,15.923
2016-12-29,15.898
2016-12-30,15.89
2016-12-31,15.89
2017-01-01,15.89
2017-01-02,15.887
2017-01-03,15.88
2017-01-04,15.88
2017-01-05,15.88
2017-01-06,15.88
2017-01-07,15.88
2017-01-08,15.88
2017-01-09,15.88
2017-01-10,15.88
2017-01-11,15.88
2017-01-12,15.88
2017-01-13,15.88
2017-01-14,15.88
2017-01-15,15.88
2017-01-16,15.88
2017-01-17,15.88
2017-01-18,15.877
2017-01-19,15.87
2017-01-20,15.87
2017-01-21,15.87
2017-01-22,15.878
2017-01-23,15.9
2017-01-24,15.883
2017-01-25,15.88
2017-01-26,15.88
2017-01-27,15.88
2017-01-28,15.88
2017-01-29,15.88
2017-01-30,15.88
2017-01-31,15.87
2017-02-01,15.908
2017-02-02,15.923
2017-02-03,15.916
2017-02-04,15.914
2017-02-05,15.914
2017-02-06,15.92
2017-02-07,15.913
2017-02-08,15.92
2017-02-09,15.93
2017-02-10,15.93
2017-02-11,15.926
2017-02-12,15.93
2017-02-13,15.934
2017-02-14,15.941
2017-02-15,15.943
2017-02-16,15.944
2017-02-17,15.945
2017-02-18,15.97
2017-02-19,15.96
2017-02-20,15.954
2017-02-21,15.95
2017-02-22,15.95
2017-02-23,15.946
2017-02-24,15.943
2017-02-25,15.946
2017-02-26,15.95
2017-02-27,15.95
2017-02-28,15.944
2017-03-01,15.944
2017-03-02,15.946
2017-03-03,15.942
2017-03-04,15.942
2017-03-05,15.945
2017-03-06,15.943
2017-03-07,15.942
2017-03-08,15.935
2017-03-09,15.925
2017-03-10,15.913
2017-03-11,15.921
2017-03-12,15.914
2017-03-13,15.905
2017-03-14,15.9
2017-03-15,15.9
2017-03-16,15.9
2017-03-17,15.9
2017-03-18,15.91
2017-03-19,15.92
2017-03-20,15.92
2017-03-21,15.912
2017-03-22,15.905
2017-03-23,15.9
2017-03-24,15.9
2017-03-25,15.899
2017-03-26,15.89
2017-03-27,15.891
2017-03-28,15.9
2017-03-29,15.9
2017-03-30,15.895
2017-03-31,15.89
2017-04-01,15.89
2017-04-02,15.899
2017-04-03,15.9
2017-04-04,15.9
2017-04-05,15.9
2017-04-06,15.9
2017-04-07,15.9
2017-04-08,15.9
2017-04-09,15.9
2017-04-10,15.9
2017-04-11,15.9
2017-04-12,15.9
2017-04-13,15.9
2017-04-14,15.9
2017-04-15,15.9
2017-04-16,15.9
2017-04-17,15.902
2017-04-18,15.91
2017-04-19,15.913
2017-04-20,15.92
2017-04-21,15.931
2017-04-22,15.939
2017-04-23,15.93
2017-04-24,15.933
2017-04-25,15.93
2017-04-26,15.93
2017-04-27,15.933
2017-04-28,16.013
2017-04-29,15.964
2017-04-30,15.931
2017-05-01,15.923
2017-05-02,15.965
2017-05-03,15.937
2017-05-04,15.916
2017-05-05,15.907
2017-05-06,15.902
2017-05-07,15.9
2017-05-08,15.9
2017-05-09,15.93
2017-05-10,15.897
2017-05-11,15.89
2017-05-12,15.89
2017-05-13,15.89
2017-05-14,15.89
2017-05-15,15.89
2017-05-16,15.89
2017-05-17,15.89
2017-05-18,15.89
2017-05-19,15.89
2017-05-20,15.89
2017-05-21,15.91
2017-05-22,15.981
2017-05-23,15.932
2017-05-24,15.94
2017-05-25,15.969
2017-05-26,15.934
2017-05-27,15.965
2017-05-28,15.99
2017-05-29,15.973
2017-05-30,16.055
2017-05-31,15.995
2017-06-01,15.958
2017-06-02,15.938
2017-06-03,15.922
2017-06-04,16.0
2017-06-05,16.029
2017-06-06,16.03
2017-06-07,16.06
2017-06-08,16.025
2017-06-09,15.962
2017-06-10,16.013
2017-06-11,15.953
2017-06-12,15.94
2017-06-13,16.001
2017-06-14,15.93
2017-06-15,16.038
2017-06-16,15.947
2017-06-17,15.909
2017-06-18,15.9
2017-06-19,15.896
2017-06-20,15.99
2017-06-21,15.92
2017-06-22,15.802
2017-06-23,15.803
2017-06-24,15.79
2017-06-25,15.782
2017-06-26,15.79
2017-06-27,15.79
2017-06-28,15.79
2017-06-29,15.787
2017-06-30,15.81
2017-07-01,15.803
2017-07-02,15.83
2017-07-03,15.78
2017-07-04,15.78
2017-07-05,15.78
2017-07-06,15.78
2017-07-07,15.78
2017-07-08,15.78
2017-07-09,15.78
2017-07-10,15.78
2017-07-11,15.802
2017-07-12,15.79
2017-07-13,15.833
2017-07-14,15.8
2017-07-15,15.79
2017-07-16,15.79
2017-07-17,15.79
2017-07-18,15.79
2017-07-19,15.79
2017-07-20,15.79
2017-07-21,15.79
2017-07-22,15.803
2017-07-23,15.79
2017-07-24,15.858
2017-07-25,15.82
2017-07-26,16.363
2017-07-27,17.732
2017-07-28,17.721
2017-07-29,16.518
2017-07-30,15.831
2017-07-31,16.088
2017-08-01,16.468
2017-08-02,16.972
2017-08-03,16.39
2017-08-04,15.871
2017-08-05,15.85
2017-08-06,15.841
2017-08-07,15.84
2017-08-08,15.841
2017-08-09,15.831
2017-08-10,15.822
2017-08-11,15.82
2017-08-12,15.863
2017-08-13,15.82
2017-08-14,15.83
2017-08-15,15.83
2017-08-16,15.83
2017-08-17,15.83
2017-08-18,15.836
2017-08-19,16.417
2017-08-20,16.09
2017-08-21,17.201
2017-08-22,17.383
2017-08-23,16.0
2017-08-24,15.886
2017-08-25,16.995
2017-08-26,16.858
2017-08-27,16.661
2017-08-28,16.412
2017-08-29,15.953
2017-08-30,15.922
2017-08-31,15.747
2017-09-01,15.881
2017-09-02,15.877
2017-09-03,15.87
2017-09-04,15.87
2017-09-05,15.83
2017-09-06,15.84
2017-09-07,15.837
2017-09-08,15.83
2017-09-09,15.83
2017-09-10,15.83
2017-09-11,16.231
2017-09-12,18.116
2017-09-13,16.168
2017-09-14,16.09
2017-09-15,16.09
2017-09-16,16.09
2017-09-17,16.043
2017-09-18,15.895
2017-09-19,16.072
2017-09-20,16.078
2017-09-21,15.955
2017-09-22,15.95
2017-09-23,15.886
2017-09-24,15.857
2017-09-25,15.888
2017-09-26,15.852
2017-09-27,15.848
2017-09-28,15.84
2017-09-29,15.842
2017-09-30,15.84
2017-10-01,15.84
2017-10-02,15.84
2017-10-03,15.84
2017-10-04,15.844
2017-10-05,15.957
2017-10-06,15.852
2017-10-07,15.845
2017-10-08,15.84
2017-10-09,15.84
2017-10-10,16.013
2017-10-11,15.912
2017-10-12,15.956
2017-10-13,16.497
2017-10-14,16.638
2017-10-15,15.967
2017-10-16,15.903
2017-10-17,15.877
2017-10-18,15.865
2017-10-19,15.86
2017-10-20,15.86
2017-10-21,15.94
2017-10-22,15.878
2017-10-23,15.865
2017-10-24,15.86
2017-10-25,15.86
2017-10-26,15.857
2017-10-27,15.85
2017-10-28,15.85
2017-10-29,15.845
2017-10-30,15.84
2017-10-31,15.84
2017-11-01,16.199
2017-11-02,15.958
2017-11-03,15.867
2017-11-04,15.855
2017-11-05,15.85
2017-11-06,15.85
2017-11-07,15.85
2017-11-08,15.85
2017-11-09,16.399
2017-11-10,16.188
2017-11-11,15.917
2017-11-12,15.892
2017-11-13,15.874
2017-11-14,15.868
2017-11-15,15.86
2017-11-16,15.855
2017-11-17,15.85
2017-11-18,15.85
2017-11-19,15.85
2017-11-20,15.848
2017-11-21,15.84
2017-11-22,15.84
2017-11-23,15.84
2017-11-24,15.84
2017-11-25,15.84
2017-11-26,15.84
2017-11-27,15.84
2017-11-28,15.84
2017-11-29,15.84
2017-11-30,15.84
2017-12-01,15.84
2017-12-02,15.84
2017-12-03,15.84
2017-12-04,15.84
2017-12-05,15.84
2017-12-06,15.84
2017-12-07,15.84
2017-12-08,15.84
2017-12-09,15.84
2017-12-10,15.84
2017-12-11,15.84
2017-12-12,15.84
2017-12-13,15.84
2017-12-14,15.835
2017-12-15,15.831
2017-12-16,15.83
2017-12-17,15.83
2017-12-18,15.83
2017-12-19,15.83
2017-12-20,15.83
2017-12-21,15.83
2017-12-22,15.831
2017-12-23,15.831
2017-12-24,15.83
2017-12-25,15.83
2017-12-26,15.83
2017-12-27,15.83
2017-12-28,15.83
2017-12-29,15.83
2017-12-30,15.83
2017-12-31,15.83
2018-01-01,15.83
2018-01-02,15.83
2018-01-03,15.83
2018-01-04,15.83
2018-01-05,15.83
2018-01-06,15.83
2018-01-07,15.83
2018-01-08,15.83
2018-01-09,15.83
2018-01-10,15.83
2018-01-11,15.83
2018-01-12,15.83
2018-01-13,15.83
2018-01-14,15.83
2018-01-15,15.83
2018-01-16,15.83
2018-01-17,15.83
2018-01-18,15.83
2018-01-19,15.83
2018-01-20,15.83
2018-01-21,15.83
2018-01-22,15.83
2018-01-23,15.83
2018-01-24,15.83
2018-01-25,15.83
2018-01-26,15.83
2018-01-27,15.83
2018-01-28,15.83
2018-01-29,15.83
2018-01-30,15.83
2018-01-31,15.83
2018-02-01,15.83
2018-02-02,15.83
2018-02-03,15.83
2018-02-04,15.83
2018-02-05,15.83
2018-02-06,15.83
2018-02-07,15.83
2018-02-08,15.8
2018-02-09,15.79
2018-02-10,15.79
2018-02-11,15.79
2018-02-12,15.79
2018-02-13,15.79
2018-02-14,15.79
2018-02-15,15.79
2018-02-16,15.79
2018-02-17,15.79
2018-02-18,15.79
2018-02-19,15.79
2018-02-20,15.79
2018-02-21,15.79
2018-02-22,15.79
2018-02-23,15.79
2018-02-24,15.79
2018-02-25,15.79
2018-02-26,15.79
2018-02-27,15.79
2018-02-28,15.789
2018-03-01,15.79
2018-03-02,15.79
2018-03-03,15.79
2018-03-04,15.79
2018-03-05,15.79
2018-03-06,15.79
2018-03-07,15.79
2018-03-08,15.809
2018-03-09,15.81
2018-03-10,15.81
2018-03-11,15.81
2018-03-12,15.81
2018-03-13,15.81
2018-03-14,15.81
2018-03-15,15.81
2018-03-16,15.81
2018-03-17,15.81
2018-03-18,15.81
2018-03-19,15.81
2018-03-20,15.81
2018-03-21,15.81
2018-03-22,15.81
2018-03-23,15.81
2018-03-24,15.81
2018-03-25,15.81
2018-03-26,15.81
2018-03-27,15.81
2018-03-28,15.81
2018-03-29,15.81
2018-03-30,15.81
2018-03-31,15.81
2018-04-01,15.81
2018-04-02,15.81
2018-04-03,15.81
2018-04-04,15.81
2018-04-05,15.81
2018-04-06,15.81
2018-04-07,15.81
2018-04-08,15.81
2018-04-09,15.81
2018-04-10,15.81
2018-04-11,15.81
2018-04-12,15.81
2018-04-13,15.81
2018-04-14,15.817
2018-04-15,15.81
2018-04-16,15.81
2018-04-17,15.81
2018-04-18,15.81
2018-04-19,15.81
2018-04-20,15.81
2018-04-21,15.81
2018-04-22,15.81
2018-04-23,15.591
2018-04-24,15.81
2018-04-25,15.81
2018-04-26,15.81
2018-04-27,15.81
2018-04-28,15.81
2018-04-29,15.81
2018-04-30,15.81
2018-05-01,15.81
2018-05-02,15.81
2018-05-03,15.81
2018-05-04,15.81
2018-05-05,15.81
2018-05-06,15.81
2018-05-07,15.81
2018-05-08,15.81
2018-05-09,15.81
2018-05-10,15.81
2018-05-11,15.81
2018-05-12,15.809
2018-05-13,15.8
2018-05-14,15.8
2018-05-15,15.8
2018-05-16,15.8
2018-05-17,15.8
2018-05-18,15.8
2018-05-19,15.8
2018-05-20,15.8
2018-05-21,15.8
2018-05-22,15.8
2018-05-23,15.8
2018-05-24,15.8
2018-05-25,15.803
2018-05-26,15.8
2018-05-27,15.8
2018-05-28,15.8
2018-05-29,15.8
2018-05-30,15.8
2018-05-31,15.8
2018-06-01,15.77
2018-06-02,15.801
2018-06-03,15.8
2018-06-04,15.8
2018-06-05,15.8
2018-06-06,15.842
2018-06-07,15.81
2018-06-08,15.81
2018-06-09,16.67
2018-06-10,15.932
2018-06-11,16.758
2018-06-12,16.026
2018-06-13,16.608
2018-06-14,16.17
2018-06-15,15.89
2018-06-16,15.845
2018-06-17,15.815
2018-06-18,15.81
2018-06-19,15.81
2018-06-20,15.87
2018-06-21,16.465
2018-06-22,16.279
2018-06-23,16.024
2018-06-24,15.945
2018-06-25,15.846
2018-06-26,15.947
2018-06-27,15.836
2018-06-28,15.806
2018-06-29,15.142
2018-06-30,15.818
2018-07-01,15.838
2018-07-02,15.81
2018-07-03,15.81
2018-07-04,15.81
2018-07-05,15.81
2018-07-06,15.81
2018-07-07,15.775
2018-07-08,15.884
2018-07-09,15.993
2018-07-10,15.98
2018-07-11,15.85
2018-07-12,15.665
2018-07-13,16.023
2018-07-14,15.885
2018-07-15,15.952
2018-07-16,16.198
2018-07-17,19.256
2018-07-18,18.3
2018-07-19,17.221
2018-07-20,18.49
2018-07-21,18.041
2018-07-22,18.357
2018-07-23,16.495
2018-07-24,16.229
2018-07-25,16.72
2018-07-26,16.21
2018-07-27,16.091
2018-07-28,16.377
2018-07-29,16.053
2018-07-30,16.076
2018-07-31,16.375
2018-08-01,16.231
2018-08-02,16.376
2018-08-03,16.238
2018-08-04,16.079
2018-08-05,16.019
2018-08-06,16.059
2018-08-07,16.155
2018-08-08,16.0
2018-08-09,16.08
2018-08-10,16.425
2018-08-11,21.08
2018-08-12,19.705
2018-08-13,17.983
2018-08-14,16.86
2018-08-15,16.553
2018-08-16,16.56
2018-08-17,16.667
2018-08-18,16.392
2018-08-19,16.329
2018-08-20,16.532
2018-08-21,16.677
2018-08-22,16.264
2018-08-23,16.191
2018-08-24,16.362
2018-08-25,16.686
2018-08-26,16.175
2018-08-27,16.158
2018-08-28,16.15
2018-08-29,16.149
2018-08-30,16.15
2018-08-31,16.156
2018-09-01,16.141
2018-09-02,16.196
2018-09-03,16.12
2018-09-04,16.091
2018-09-05,16.216
2018-09-06,16.123
2018-09-07,16.176
2018-09-08,16.128
2018-09-09,16.09
2018-09-10,16.133
2018-09-11,16.09
2018-09-12,16.151
2018-09-13,16.063
2018-09-14,16.534
2018-09-15,18.622
2018-09-16,16.369
2018-09-17,16.161
2018-09-18,16.142
2018-09-19,16.118
2018-09-20,16.2
2018-09-21,16.241
2018-09-22,16.123
2018-09-23,16.09
2018-09-24,16.09
2018-09-25,16.09
2018-09-26,16.227
2018-09-27,16.078
2018-09-28,16.046
2018-09-29,16.009
2018-09-30,15.982
2018-10-01,15.963
2018-10-02,16.045
2018-10-03,16.08
2018-10-04,16.047
2018-10-05,16.005
2018-10-06,15.976
2018-10-07,15.956
2018-10-08,15.94
2018-10-09,15.933
2018-10-10,15.913
2018-10-11,15.903
2018-10-12,15.892
2018-10-13,15.883
2018-10-14,15.865
2018-10-15,15.87
2018-10-16,15.988
2018-10-17,15.961
2018-10-18,15.928
2018-10-19,15.91
2018-10-20,15.888
2018-10-21,15.877
2018-10-22,15.856
2018-10-23,15.85
2018-10-24,15.84
2018-10-25,15.84
2018-10-26,15.84
2018-10-27,15.85
2018-10-28,15.897
2018-10-29,15.98
2018-10-30,15.977
2018-11-01,15.933
2018-11-02,15.906
2018-11-03,15.887
2018-11-04,15.875
2018-11-05,15.864
2018-11-06,15.856
2018-11-07,15.85
2018-11-08,15.84
2018-11-09,15.84
2018-11-10,15.84
2018-11-11,15.84
2018-11-12,15.84
2018-11-13,15.84
2018-11-14,15.84
2018-11-15,15.84
2018-11-16,15.672
2018-11-17,15.848
2018-11-18,15.85
2018-11-19,15.85
2018-11-20,15.85
2018-11-21,15.85
2018-11-22,15.85
2018-11-23,15.85
2018-11-24,15.85
2018-11-25,15.683
2018-11-26,15.847
2018-11-27,15.84
2018-11-28,15.84
2018-11-29,15.84
2018-11-30,15.84
2018-12-01,15.84
2018-12-02,15.845
2018-12-03,15.85
2018-12-04,15.852
2018-12-05,15.86
2018-12-06,15.86
2018-12-07,15.855
2018-12-08,15.85
2018-12-09,15.845
2018-12-10,15.84
2018-12-11,15.84
2018-12-12,15.84
2018-12-13,15.84
2018-12-14,15.805
2018-12-15,15.84
2018-12-16,15.84
2018-12-17,15.84
2018-12-18,15.84
2018-12-19,15.84
2018-12-20,15.823
2018-12-21,15.838
2018-12-22,15.84
2018-12-23,16.025
2018-12-24,15.993
2018-12-25,15.798
2018-12-26,15.882
2018-12-27,15.862
2018-12-28,15.85
2018-12-29,15.86
2018-12-30,15.86
2019-01-01,15.876
2019-01-02,15.867
2019-01-03,15.86
2019-01-04,15.852
2019-01-05,15.845
2019-01-06,15.84
2019-01-07,15.84
2019-01-08,15.84
2019-01-09,15.84
2019-01-10,15.84
2019-01-11,15.84
2019-01-12,15.84
2019-01-13,15.84
2019-01-14,15.84
2019-01-15,15.84
2019-01-16,15.84
2019-01-17,14.52
2019-01-18,15.808
2019-01-19,15.84
2019-01-20,15.84
2019-01-21,15.18
2019-01-22,15.84
2019-01-23,15.84
2019-01-24,15.84
2019-01-25,15.84
2019-01-26,15.84
2019-01-27,15.84
2019-01-28,15.84
2019-01-29,15.84
2019-01-30,15.84
2019-01-31,15.84
2019-02-01,15.84
2019-02-02,15.84
2019-02-03,15.84
2019-02-04,15.84
2019-02-05,15.84
2019-02-06,15.84
2019-02-07,15.84
2019-02-08,15.84
2019-02-09,15.84
2019-02-10,15.84
2019-02-11,15.84
2019-02-12,15.84
2019-02-13,15.84
2019-02-14,15.84
2019-02-15,15.84
2019-02-16,15.84
2019-02-17,15.84
2019-02-18,15.84
2019-02-19,15.84
2019-02-20,15.84
2019-02-21,15.811
2019-02-22,15.84
2019-02-23,15.84
2019-02-24,15.84
2019-02-25,15.84
2019-02-26,15.84
2019-02-27,15.84
2019-02-28,15.84
2019-03-01,15.84
2019-03-02,15.84
2019-03-03,15.84
2019-03-04,15.842
2019-03-05,15.84
2019-03-06,15.84
2019-03-07,15.84
2019-03-08,15.632
2019-03-09,15.846
2019-03-10,15.84
2019-03-11,15.84
2019-03-12,15.84
2019-03-13,15.837
2019-03-14,15.84
2019-03-15,15.84
2019-03-16,15.84
2019-03-17,15.84
2019-03-18,15.18
2019-03-19,15.84
2019-03-20,15.84
2019-03-21,15.84
2019-03-22,15.18
2019-03-23,15.84
2019-03-24,15.84
2019-03-25,15.83
2019-03-26,15.83
2019-03-27,15.83
2019-03-28,15.83
2019-03-29,15.17
2019-03-30,15.83
2019-03-31,15.834
2019-04-02,15.83
2019-04-03,15.83
2019-04-04,15.83
2019-04-05,15.83
2019-04-06,15.83
2019-04-07,15.83
2019-04-08,15.83
2019-04-09,15.83
2019-04-10,15.83
2019-04-11,15.83
2019-04-12,15.811
2019-04-13,15.83
2019-04-14,15.843
2019-04-15,15.622
2019-04-16,15.83
2019-04-17,15.83
2019-04-18,15.83
2019-04-19,15.83
2019-04-20,15.83
2019-04-21,15.83
2019-04-22,15.83
2019-04-23,15.83
2019-04-24,15.83
2019-04-25,15.83
2019-04-26,15.83
2019-04-27,15.831
2019-04-28,15.83
2019-04-29,15.83
2019-04-30,15.83
2019-05-01,15.83
2019-05-02,15.858
2019-05-03,15.84
2019-05-04,15.84
2019-05-05,15.84
2019-05-06,15.84
2019-05-07,15.84
2019-05-08,16.039
2019-05-09,15.996
2019-05-10,15.882
2019-05-11,15.844
2019-05-12,15.84
2019-05-13,15.84
2019-05-14,15.84
2019-05-15,15.84
2019-05-16,15.84
2019-05-17,15.84
2019-05-18,15.84
2019-05-19,15.84
2019-05-20,15.84
2019-05-21,15.84
2019-05-22,15.94
2019-05-23,15.84
2019-05-24,15.84
2019-05-25,15.84
2019-05-26,16.048
2019-05-27,15.87
2019-05-28,15.85
2019-05-29,15.85
2019-05-30,15.846
2019-05-31,15.85
2019-06-01,15.85
2019-06-02,15.85
2019-06-03,15.85
2019-06-04,15.846
2019-06-05,15.841
2019-06-06,15.84
2019-06-07,15.84
2019-06-08,15.84
2019-06-09,15.87
2019-06-10,15.885
2019-06-11,15.852
2019-06-12,15.85
2019-06-13,15.85
2019-06-14,15.85
2019-06-15,15.85
2019-06-16,15.85
2019-06-17,15.85
2019-06-18,15.85
2019-06-19,15.85
2019-06-20,15.891
2019-06-21,15.879
2019-06-22,15.85
2019-06-23,15.85
2019-06-24,15.901
2019-06-25,15.962
2019-06-26,15.858
