SUMMARY OUTPUT,,,,,,
,,,,,,
Regression Statistics,,,,,,
5/12/2012,0,81,32.2,15.5,36.4,10.99
5/13/2012,10.6,88,29.1,9.9,33.2,13.53
5/14/2012,0,67,28.4,8.4,29.3,11.05
5/15/2012,0,60,30.2,17,30.7,10.77
5/16/2012,13.4,70,34.4,7.3,35.8,11.96
5/17/2012,0,79,28.8,12.8,32.3,13.04
5/18/2012,0,91,31.8,5.2,37.3,12.36
5/19/2012,0.1,62,25.6,22,27.9,10.58
5/20/2012,0,65,33.4,14,34.1,12.22
5/21/2012,17.7,64,32.5,23.4,33,11.49
5/22/2012,0,76,34.1,15,36.3,12.96
5/23/2012,0,97,25.3,20.7,31.8,11.62
5/24/2012,7.7,63,29.7,10.5,30.5,10.9
5/25/2012,15.8,88,26.4,14.1,31,11.95
5/26/2012,0,72,26.2,21.7,28.2,12.56
5/27/2012,0,70,28.8,8.1,32,11.97
5/28/2012,0,95,33.3,23.5,39.3,11.64
5/29/2012,0,98,32.4,15,36.4,13.16
5/30/2012,0,67,29.4,9.2,31.9,12
5/31/2012,0,94,31.7,24.7,35.4,11.7
6/1/2012,0,68,32.4,19.3,34.6,12.78
6/2/2012,0,94,34.5,6,38.4,13.4
6/3/2012,0,88,26.3,8.9,29.2,12.99
6/4/2012,0,84,29.7,5.9,34.1,11.56
6/5/2012,0,75,30.7,15.9,33.8,11.98
6/6/2012,0,75,29.9,6.9,33.4,11.17
6/7/2012,0,75,33.5,11.5,35.1,11.58
6/8/2012,0,85,31.4,8.8,36.8,12.28
6/9/2012,0,62,27.7,23.7,28.5,11.94
6/10/2012,0,79,29.6,18.4,32.5,12.49
6/11/2012,0,79,31.7,8.4,34.5,11.09
6/12/2012,0,63,27.4,16,30.5,12.17
6/13/2012,2,91,31.5,24.8,35.9,11.61
6/14/2012,1.5,64,32.2,18.2,35.4,11.62
6/15/2012,0,84,29.6,22.8,35,11.54
6/16/2012,11,72,27,23.4,31.2,12.23
6/17/2012,0,91,28.8,21.7,33,12.94
6/18/2012,0,92,34.3,11.3,37.8,11.45
6/19/2012,0,76,31.8,13,36.4,11.06
6/20/2012,0,75,27.8,15.9,31.8,13.02
6/21/2012,0,95,34.5,14.1,38.7,11.82
6/22/2012,0,60,25.9,7.1,28.9,12.11
6/23/2012,11.5,79,33.7,19.6,35.8,12.61
6/24/2012,5.9,88,29.1,5.1,31.9,12.42
6/25/2012,0,73,28.7,21.2,31.5,10.78
6/26/2012,2.8,77,33.9,19.5,36,11.29
6/27/2012,0,76,25.3,9.3,29,12.12
6/28/2012,0,71,32.9,8.4,35.7,11.64
6/29/2012,0,94,30.4,10.9,35.7,12.95
6/30/2012,0,85,33.3,23.6,36.9,12.22
7/1/2012,0,72,27.7,11.3,31.1,10.91
7/2/2012,0,61,29,6.4,31.4,12.47
7/3/2012,0,61,33.5,20.4,35.8,12.32
7/4/2012,14.9,91,33.1,8.8,39.2,12.02
7/5/2012,0,97,31.5,21.4,36.3,11.7
7/6/2012,0,95,25.4,24.7,30.2,13.27
7/7/2012,16.3,72,25.2,13.5,27.4,13.32
7/8/2012,0,83,30,19.8,33.1,13.11
7/9/2012,0,97,28.6,14.2,33.1,11.14
7/10/2012,0,88,33.7,19.6,37.4,12.74
7/11/2012,0,81,27.9,20.3,32.6,13.21
7/12/2012,6.9,76,29.4,6.3,32.4,12.43
7/13/2012,0,77,28.2,13.8,31.3,11.47
7/14/2012,1.6,96,29,15.2,32.7,11.45
7/15/2012,0,98,28.6,23.3,35,11.92
7/16/2012,0,87,31.1,22.2,35.7,11.09
7/17/2012,14.9,67,29,6.5,32.2,13.84
7/18/2012,0,88,30.2,10.5,34,13
7/19/2012,7.6,92,30.1,21,34.6,13.52
7/20/2012,0,81,28,14.5,30.5,11.41
7/21/2012,0,87,34.3,24.1,38.8,12.27
7/22/2012,0,71,27.3,20.6,29.8,12.88
7/23/2012,0,73,27.5,10.1,29,12.18
7/24/2012,0,86,30,15.7,33.8,12.64
7/25/2012,0,66,25.3,19.5,27,12
7/26/2012,0,85,33.8,24.3,39,12.63
7/27/2012,0,79,31.8,23.3,36.1,11.14
7/28/2012,3.1,66,29.4,18.4,32,11.76
7/29/2012,0,88,33.2,17.4,37.7,12.81
7/30/2012,0,66,26.8,11.4,27.5,12.77
7/31/2012,0,94,26.2,22.6,30.4,11.66
8/1/2012,0,86,27.4,23.7,32.5,11.79
8/2/2012,0,79,34.7,18.8,38.7,11.77
8/3/2012,13.5,60,34.2,17,34.9,11.03
8/4/2012,0,88,32.4,20.2,36.8,12.51
8/5/2012,0,65,34.7,7.5,37.9,12.82
8/6/2012,0,82,32.7,16.5,34.9,12.22
8/7/2012,0,79,30.2,18.5,34.1,12.98
8/8/2012,0,92,32.1,22.3,37.3,11.3
8/9/2012,0,71,26.6,10.1,29.9,11.3
8/10/2012,0,87,31.9,18,36.1,11.58
8/11/2012,0,68,30.2,11.3,32.8,12.5
8/12/2012,0,86,27.6,22.9,30.4,12.63
8/13/2012,0,92,32.5,6.5,37.9,11.53
8/14/2012,0,74,34.6,12.7,36.6,11.65
8/15/2012,0.1,70,32.8,11.4,33.9,12.67
8/16/2012,0,80,31,8.3,34.4,12.06
8/17/2012,0,69,30.2,9.5,33.3,11.5
8/18/2012,0,82,33.9,15,36.5,13.04
8/19/2012,0,70,25.3,8,28.9,11.73
8/20/2012,0,66,33.5,16.6,35.5,11.52
8/21/2012,0,97,27.7,11.8,32.3,12.65
8/22/2012,0,82,26.5,6.8,31.1,12.05
8/23/2012,0,85,32.5,21.2,36.9,11.79
8/24/2012,0,95,28.1,10.5,33.5,11.6
8/25/2012,0,72,25.1,8.3,28.8,11.96
8/26/2012,0,98,32.8,15.7,38.2,13.03
8/27/2012,0,67,26.6,17.4,28.7,12.99
8/28/2012,0,86,33.5,5.3,38.1,12.05
8/29/2012,13.6,93,30.8,5.8,35.4,13.31
8/30/2012,0,61,30.1,13.5,32.2,11.48
8/31/2012,0,74,25.8,15,28.2,10.78
9/1/2012,0,62,29.7,9.9,30.9,11
9/2/2012,0,96,26.8,6.9,32.9,13.02
9/3/2012,0,75,25.2,6.9,29.2,12.55
9/4/2012,0,66,34.9,7,36.3,12.6
9/5/2012,0,94,25.2,16.6,30.3,11.08
9/6/2012,0,77,31.6,24.3,33.6,11.88
9/7/2012,0,89,28.1,5.5,31.7,12.24
9/8/2012,0,66,32.3,9.1,33.2,11.34
9/9/2012,0,82,29.2,8,34,12.04
9/10/2012,19.4,86,29.8,24.5,33.8,13.91
9/11/2012,14.9,90,32.1,5.5,35.4,13.51
9/12/2012,0,74,31.1,24,35,12.37
9/13/2012,0,89,25.8,22.4,29.5,11.31
9/14/2012,0,81,34.5,7.5,38.8,11.33
9/15/2012,0,65,29.3,7.5,30.2,13.05
9/16/2012,0,76,29.3,22.2,33.6,10.97
9/17/2012,0,77,33.3,11.6,37.2,11.07
9/18/2012,0,94,27.1,19.3,31.1,11.11
9/19/2012,0,94,26.2,20.8,32.5,13.1
9/20/2012,0,81,31.4,21.4,34.1,13.07
9/21/2012,7.2,87,34.5,22.5,37.7,12.7
9/22/2012,0,72,34.4,20.2,37.6,11.92
9/23/2012,0,85,27.9,21.4,32.4,12.6
9/24/2012,0,69,34.1,22.9,36.5,12.82
9/25/2012,0,82,26.8,18.4,31,11.35
9/26/2012,0,83,33.9,14.5,38.3,12.01
9/27/2012,0,63,33.6,21.2,34.8,11.41
9/28/2012,0,68,27.9,6,31.4,12.83
9/29/2012,0,67,26.5,23.5,28.4,12.48
9/30/2012,0,88,28.2,21.3,32.4,11.27
10/1/2012,0,64,28.5,23.9,31.1,11.85
10/2/2012,0,81,30.2,6.6,33.7,11.9
10/3/2012,0,96,26.5,8.4,31.2,13.1
10/4/2012,3.6,64,32.9,9.7,33.8,11.58
10/5/2012,0,77,33.6,10.2,35.2,12.99
10/6/2012,0,67,30,21.9,31.2,12.63
10/7/2012,0,69,29.4,13.1,30.5,11.35
10/8/2012,15.4,64,26.2,8.2,29.3,12.53
10/9/2012,0,62,27.4,24.3,28,11.77
10/10/2012,0,84,26,5.2,31.3,12.03
10/11/2012,0,93,33,15.2,36.3,11.2
10/12/2012,0,96,34,24.2,37.8,12.36
10/13/2012,0,63,25.7,8.4,26.8,13.07
10/14/2012,7.7,90,26.3,13.8,31.8,12.94
10/15/2012,0,69,29.1,19.9,30.5,13.02
10/16/2012,0,83,26.9,9.1,32.2,12.41
10/17/2012,0,74,32,9.1,34.6,12.15
10/18/2012,0,91,32.6,13.2,35.8,11.47
10/19/2012,20,81,25.2,16.5,28.1,12.44
10/20/2012,0,77,33.5,22.5,36.9,11.91
10/21/2012,0,88,31.6,5.5,36.1,11.2
10/22/2012,0,75,30.6,6.3,32.2,10.77
10/23/2012,0,74,26.6,5.2,28.5,11
10/24/2012,0,87,27.1,9.1,30.7,12.62
10/25/2012,0,74,26.9,20.5,30.1,12.69
10/26/2012,0.9,88,26.6,16.4,30.3,12.9
10/27/2012,0,63,25.2,14.1,26.8,11.16
10/28/2012,0,63,29.6,24.8,30.4,11.34
10/29/2012,0,70,27,12.1,28.9,11.16
10/30/2012,0,78,33.4,21.5,37.4,12.75
10/31/2012,16.5,62,25.8,9.2,28,11.39
11/1/2012,0,75,30.9,24.4,32.9,12.37
11/2/2012,2.5,98,25.1,18.6,30.7,11.96
11/3/2012,0,70,34.6,16.9,36.4,11.75
11/4/2012,0,64,34.7,6.1,36.5,12.88
11/5/2012,0,95,27.2,11.1,33.5,12.25
11/6/2012,143.4,61,34.8,12.1,35.5,19.33
11/7/2012,0,74,32.1,10.4,35.5,12.19
11/8/2012,0,74,30.3,8.5,34.2,11.64
11/9/2012,0,69,27.1,19.4,28,11.63
11/10/2012,0,86,27,24,30.4,11.41
11/11/2012,0,66,29,12.5,31.6,12.08
11/12/2012,0,85,29.5,15.9,33.6,12.94
11/13/2012,0,97,30.3,22.4,35.5,12.14
11/14/2012,1.5,87,25.9,5.3,29.7,13.03
11/15/2012,0,64,34.8,5.6,35.9,11.69
11/16/2012,0,92,31.6,18.8,35.3,11.5
11/17/2012,0,76,32.9,23.7,36.8,11.6
11/18/2012,0,68,26.4,17.3,28.8,12.27
11/19/2012,16.5,98,33.6,7.8,39.2,12.64
11/20/2012,0,90,30.8,7.9,36.1,11.6
11/21/2012,5.6,62,26.4,25,27.8,11.87
11/22/2012,0,96,27.6,6.6,34.1,13.29
11/23/2012,0,93,29.7,15.8,35.4,12.25
11/24/2012,0,92,34.1,10.7,40,11.83
11/25/2012,0,60,25.6,7,26.5,11.49
11/26/2012,8.6,80,31.8,25,34.7,12.6
11/27/2012,0,91,29.6,7.8,34.7,12.75
11/28/2012,0,68,27.1,12.8,28.2,12.45
11/29/2012,0,82,27.9,8.5,30.5,11.71
11/30/2012,0,76,30.3,24.2,34.9,12.86
12/1/2012,10,65,31.7,5.2,33.1,13.05
12/2/2012,0,72,34.8,8.1,37,13.17
12/3/2012,0,90,32.6,24,37.3,12.68
12/4/2012,0,86,29.8,20.6,34.4,11.23
12/5/2012,0,64,32.4,16,33.3,11.84
12/6/2012,0,69,33.1,21.2,34.3,10.97
12/7/2012,0,78,28.7,10.5,30.9,11.08
12/8/2012,0,77,28.8,20.1,30.5,12.37
12/9/2012,0,96,30.2,17.4,34.6,13.46
12/10/2012,7,90,26.3,21.7,30.8,11.83
12/11/2012,13.8,97,25.9,12.1,32.3,12.68
12/12/2012,0,84,25.5,23.4,28,12.41
12/13/2012,0,72,29.4,15.1,31.5,11.18
12/14/2012,0,67,32.2,22.5,33.5,11.06
12/15/2012,0,79,32.7,10.1,37.2,11
12/16/2012,5.8,93,27.5,6.8,31.8,12.49
12/17/2012,0,85,34.4,6.7,37.7,13.33
12/18/2012,0,70,30.5,13.1,33.3,10.82
12/19/2012,0,73,29.2,8.4,30.7,11.5
12/20/2012,0,86,33.9,18.1,37.8,12.34
12/21/2012,0,90,28.6,17.9,31.7,11.3
12/22/2012,0,75,29.6,8.8,33,10.8
12/23/2012,0,69,29.5,13.7,33.1,12.56
12/24/2012,0,82,32.2,23.4,34.9,12.41
12/25/2012,15.9,80,29.3,23.6,32.6,13.94
12/26/2012,0,87,29.3,9.7,34,11.7
12/27/2012,4.7,81,30.3,14.9,34.5,11.52
12/28/2012,0,86,32.9,23.1,36.2,11.71
12/29/2012,0,66,31.3,9.2,32.3,11.18
12/30/2012,0,80,32.3,24.4,36.2,11.21
12/31/2012,0,71,26.9,19.2,28.2,12.48
1/1/2013,0,88,30.3,8.5,36.1,12.84
1/2/2013,0,95,34.5,8.7,38.5,11.45
1/3/2013,0,85,29.6,9.8,34.8,12.26
1/4/2013,0,94,28.6,7.5,32.8,11.23
1/5/2013,0,86,30.3,17,33.6,10.92
1/6/2013,4.4,91,33.1,7.6,37,11.29
1/7/2013,0,69,25.9,11.1,29.8,10.83
1/8/2013,0,90,30.7,10.7,36.4,11.98
1/9/2013,0,87,26.7,18.2,29.5,12.75
1/10/2013,1.7,93,34.3,17.3,38.2,12.56
1/11/2013,0,94,34.2,21.5,38.7,12.78
1/12/2013,19.3,80,29.8,15.6,33.1,13.54
1/13/2013,0,89,26.8,21.2,30,12
1/14/2013,0,88,30.8,9.2,33.7,13.27
1/15/2013,0,72,33.7,24.6,36.9,12.07
1/16/2013,0,61,29.1,22.4,30.8,12.87
1/17/2013,0,75,28.1,16.8,32.2,12.09
1/18/2013,0,84,25.7,18,29.1,12.15
1/19/2013,0.6,82,31,6.9,35.8,11.41
1/20/2013,0,63,33.7,12.2,35.6,12.3
1/21/2013,0,75,27.4,22.7,31,12.66
1/22/2013,0,78,32.2,16.9,35.1,12.42
1/23/2013,0,77,27.5,17.2,29.4,10.94
1/24/2013,18.2,82,34.2,25,36.8,13.43
1/25/2013,0,93,30.9,12.3,35.1,11.48
1/26/2013,3.9,71,34.4,17.8,37.5,13.21
1/27/2013,5,84,33.5,6.3,38.5,11.8
1/28/2013,0,62,27.3,8.6,29,12.4
1/29/2013,0,84,25.1,8.8,28.3,12.48
1/30/2013,0,70,25.1,14.9,27.7,11.96
1/31/2013,0,91,34.5,14.6,37.7,12.95
2/1/2013,7.2,93,33.2,12.7,37.4,11.5
2/2/2013,14,82,32.6,11.5,35.7,13.11
2/3/2013,0,88,29.4,6,32.9,12.54
2/4/2013,14.1,62,32.3,17.3,34.4,12.35
2/5/2013,0,92,31.2,11.5,36.1,12.35
2/6/2013,0,77,30.7,18.1,34.2,12.66
2/7/2013,0,84,27.5,7.9,31.1,11.97
2/8/2013,0,68,26.2,19.3,28.8,11.38
2/9/2013,0,62,34.1,10.4,36.8,12.23
2/10/2013,0,97,32.2,9.7,35.8,12.67
2/11/2013,0,91,26.7,24.2,32.4,13.1
2/12/2013,0,63,29.2,14.1,32,12.07
2/13/2013,38.6,63,33.7,21.4,36.1,12.53
2/14/2013,0,77,35,24.4,36.9,11.22
2/15/2013,0,66,31.6,14.4,35,10.69
2/16/2013,135.2,75,31.9,29.8,35.7,17.41
2/17/2013,0,64,27.1,10.9,29.1,12.84
2/18/2013,17.5,87,29,5.6,32.3,13.76
2/19/2013,0,72,26.8,6.4,28.5,12.37
2/20/2013,0,84,25.9,6.9,31.2,11.24
2/21/2013,0,97,32.3,5.6,36.4,11.94
2/22/2013,0,95,27.2,23.9,33.3,11.08
2/23/2013,0,81,25.6,23.8,28,10.97
2/24/2013,12.1,79,26.7,12.9,30.5,13.19
2/25/2013,0,89,32.9,12,36.5,12.04
2/26/2013,0,70,34.3,10.5,38,11.47
2/27/2013,11.6,79,29.1,6,33.4,12.33
2/28/2013,0,67,30,13.1,33.6,13.06
3/1/2013,0,80,25.1,21.9,27.7,12.37
3/2/2013,0,61,27.8,8.6,29.9,13.03
3/3/2013,0,82,25.2,14.3,29.7,12.92
3/4/2013,0,98,26.7,8.8,32.3,11.71
3/5/2013,0,84,27.4,19,31.8,12.37
3/6/2013,0,69,26.6,21.6,29.7,10.8
3/7/2013,0,63,31,8.1,33.3,12.85
3/8/2013,0,87,30.1,10.6,33.1,10.96
3/9/2013,0,74,29.7,5,33.6,12.28
3/10/2013,10.7,75,33.9,20,36.7,13.04
3/11/2013,0,92,27.5,11.2,31.7,12.7
3/12/2013,0,96,28.5,12.9,33.5,12.23
3/13/2013,0,85,32.5,22.5,35.2,11.35
3/14/2013,0,79,34.4,22.1,38.2,12.78
3/15/2013,0,93,27.9,6.2,31.8,12.08
3/16/2013,0,79,32.9,19.9,37.4,11.28
3/17/2013,0,74,30.3,13.6,33.5,12.54
3/18/2013,0,82,32.4,5.5,35.4,13.02
3/19/2013,0,93,34.8,10.6,40.3,11.79
3/20/2013,0,66,33.9,18.8,34.5,11.19
3/21/2013,2.9,88,33.8,14,37.5,13.15
3/22/2013,9.1,83,34.3,8.6,38.3,11.39
3/23/2013,0,74,30.6,24,33.8,12.77
3/24/2013,0,65,25.8,8.2,27.3,11.43
3/25/2013,0,91,34.1,6,39.4,12.69
3/26/2013,0,87,34,22.8,38.7,11.35
3/27/2013,0,82,29.4,6.2,34,13.06
3/28/2013,0,71,26,20,27.4,11.36
3/29/2013,0,85,31.8,22.4,35.6,13.27
3/30/2013,10.7,83,32.9,10.3,36.7,12.53
3/31/2013,0,93,27.5,7.3,31.9,12.95
4/1/2013,0,61,25.9,18.7,27.9,10.86
4/2/2013,0,94,27.5,21.8,33.7,13.31
4/3/2013,0,71,29.1,7.1,31,11.96
4/4/2013,0,70,33.9,15,36,11.09
4/5/2013,0,78,30.4,22.8,32.6,11.71
4/6/2013,0,78,34.8,6.7,37.2,12.59
4/7/2013,3.2,81,27.4,23.4,30.1,11.35
4/8/2013,2.5,69,28.1,7.3,29.6,12.21
4/9/2013,1.1,85,26.1,5.1,30.2,13.36
4/10/2013,0,74,31.1,13.3,34.9,12.33
4/11/2013,0,72,28.6,6.1,31.9,11.98
4/12/2013,0,72,25,14.4,27.6,11.05
4/13/2013,0,72,27.5,10,29.6,11.69
4/14/2013,0,98,27.2,12.8,33.1,12.72
4/15/2013,0,96,32,5.6,36.3,12.29
4/16/2013,0,71,29.2,19.9,32.7,12.16
4/17/2013,0,85,28.4,5.5,33.7,11.91
4/18/2013,0,68,28,12.4,30.8,11.14
4/19/2013,0,75,29.2,8.9,31.6,11.96
4/20/2013,0,93,30.8,7.8,34.3,13.04
4/21/2013,0,82,34,8.5,37.3,13.08
4/22/2013,0,78,32.6,13.8,36.1,11.7
4/23/2013,0,85,33.7,7,38.2,12.57
4/24/2013,15.3,94,31.5,12.2,37.8,11.97
4/25/2013,0,88,33.7,11.2,39.3,12.48
4/26/2013,0,73,34.8,16,37.7,11.05
4/27/2013,6.1,79,31.4,15,34.1,11.27
4/28/2013,0,98,26.8,22.4,30.7,12.82
4/29/2013,9.7,76,32.8,5.7,37.2,12
4/30/2013,0,83,34.9,21.8,39.7,10.89
5/1/2013,0,81,30,6.6,33,12.07
5/2/2013,0,86,27.1,24.8,31.7,13.01
5/3/2013,0,65,30.5,12.1,33.5,12.18
5/4/2013,0,78,34.9,15.5,38.1,11.75
5/5/2013,16.6,86,25.1,17.4,30.5,14
5/6/2013,0,86,32.2,11.2,36.6,12.7
5/7/2013,0,90,29.2,20.9,34,12.01
5/8/2013,0,61,31.1,7.2,32.2,11.03
5/9/2013,0,88,33,16.9,38.4,13.09
5/10/2013,0,88,29.1,22.7,34.5,11.43
5/11/2013,0,97,34.7,17.4,38.6,12.08
5/12/2013,0,62,25,22.5,27.5,11.68
5/13/2013,0,94,34.3,5.7,39.8,12.7
5/14/2013,0,66,27.8,17.8,31.3,12.86
5/15/2013,0,78,31.8,18.1,35.1,11.03
5/16/2013,0,95,29,8.4,34.7,13.15
